ZIP,FIPS
95765,06061
95776,06113
95798,06113
95799,06113
95811,06067
95812,06067
95813,06067
95814,06067
95815,06067
95816,06067
95817,06067
95818,06067
95819,06067
95820,06067
95821,06067
95822,06067
95823,06067
95824,06067
95825,06067
95826,06067
95827,06067
95828,06067
95829,06067
95830,06067
95831,06067
95832,06067
95833,06067
95834,06067
95835,06067
95836,06067
95837,06067
95838,06067
95840,06067
95841,06067
95842,06067
95843,06067
95851,06067
95852,06067
95853,06067
95860,06067
95864,06067
95865,06067
95866,06067
95867,06067
95894,06067
95899,06067
95901,06115
95903,06115
95910,06091
95912,06011
95913,06021
95914,06007
95915,06063
95916,06007
95917,06007
95918,06115
95919,06115
95920,06021
95922,06115
95923,06063
95924,06057
95925,06007
95926,06007
95927,06007
95928,06007
95929,06007
95930,06007
95932,06011
95934,06063
95935,06115
95936,06091
95937,06113
95938,06007
95939,06021
95940,06007
95941,06007
95942,06007
95943,06021
95944,06091
95945,06057
95946,06057
95947,06063
95948,06007
95949,06057
95950,06011
95951,06021
95953,06101
95954,06007
95955,06011
95956,06063
95957,06101
95958,06007
95959,06057
95960,06057
95961,06115
95962,06115
95963,06021
95965,06007
95966,06007
95967,06007
95968,06007
95969,06007
95970,06021
95971,06063
95972,06115
95973,06007
95974,06007
95975,06057
95976,06007
95977,06057
95978,06007
95979,06011
95980,06063
95981,06115
95982,06101
95983,06063
95984,06063
95986,06057
95987,06011
95988,06021
95991,06101
95992,06101
95993,06101
96001,06089
96002,06089
96003,06089
96006,06049
96007,06089
96008,06089
96009,06035
96010,06105
96011,06089
96013,06089
96014,06093
96015,06049
96016,06089
96017,06089
96019,06089
96020,06063
96021,06103
96022,06103
96023,06093
96024,06105
96025,06093
96027,06093
96028,06089
96029,06103
96031,06093
96032,06093
96033,06089
96034,06093
96035,06103
96037,06093
96038,06093
96039,06093
96040,06089
96041,06105
96044,06093
96046,06105
96047,06089
96048,06105
96049,06089
96050,06093
96051,06089
96052,06105
96054,06049
96055,06103
96056,06035
96057,06093
96058,06093
96059,06103
96061,06103
96062,06089
96063,06103
96064,06093
96065,06089
96067,06093
96068,06035
96069,06089
96070,06089
96071,06089
96073,06089
96074,06103
96075,06103
96076,06105
96078,06103
96079,06089
96080,06103
96084,06089
96085,06093
96086,06093
96087,06089
96088,06089
96089,06089
96090,06103
96091,06105
96092,06103
96093,06105
96094,06093
96095,06089
96096,06089
96097,06093
96099,06089
96101,06049
96103,06063
96104,06049
96105,06063
96106,06063
96107,06051
96108,06049
96109,06035
96110,06049
96111,06057
96112,06049
96113,06035
96114,06035
96115,06049
96116,06049
96117,06035
96118,06091
96119,06035
96120,06003
96121,06035
96122,06063
96123,06035
96124,06091
96125,06091
96126,06091
96127,06035
96128,06035
96129,06063
96130,06035
96132,06035
96133,06051
96134,06049
96135,06063
96136,06035
96137,06063
96140,06061
96141,06061
96142,06017
96143,06061
96145,06061
96146,06061
96148,06061
96150,06017
96151,06017
96152,06017
96154,06017
96155,06017
96156,06017
96157,06017
96158,06017
96160,06057
96161,06057
96162,06057
